A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,label
-0.34162575931132383,-0.70309285388684,-1.15860128530448,-0.36845665810388945,0.6733916109750882,0.34138333929339365,0.3923724882053265,0.3170261467197286,0.44978977804542025,-0.064334041243612,0
0.12273422283887735,-1.2304411133038016,-1.059762718243052,-0.19900638079475172,0.35547253229170966,0.5043399609837276,-0.08346554046464184,0.1235651726275156,-0.018927186517609423,-0.38144492730251817,0
-0.010728653507949288,0.2787643491665735,-0.24114423986607758,1.53069657785899,0.048331694502273564,0.32417049411503335,0.5618250619834936,-0.026955909149399396,0.029767283721213494,-0.1434860062451916,0
-0.6827559817199974,-0.34438155639498974,0.31580861031874863,-0.3824956217099066,-0.6380352507639475,0.09353372811177586,-0.687995960741,-0.37104498207742764,-0.054492281977185204,1.0090205172128026,0
-0.523354857653106,-0.6307816959016012,-0.393810848492586,0.14246061785047773,-0.5298027713132987,0.025452926252442627,0.5345282859822723,-0.15391969465318664,0.4343459604425987,-0.4474406797193667,0
0.07081343891033856,-0.5849132706559727,-1.1128823532435126,-1.0120700009761998,-0.5080188541238708,-0.4252512791282182,-0.5275144539188834,0.27279153530223965,0.37110098428090904,0.036593768587545004,0
0.6385481992033326,-0.789390153627048,0.06010450771307106,0.9641021331100497,0.363366490604905,-0.019188989008913332,-0.2927190064887001,-0.1753321905471304,-0.5445980471283078,0.24972524264218923,0
-0.5131053608401616,-1.1660866838731536,-0.006301394202999731,0.5912697280194958,-0.380020208876521,0.4664567983955031,0.07414961517251692,-0.024108648791192202,-0.13087462023048807,-0.40761768960469985,0
0.15918435685051233,-1.4581356212442824,0.20980878429632968,0.5762446994658817,0.09122438473080927,0.1677236504746779,-0.18139391194992846,-0.4856366997321183,-0.2977904332305958,-0.12646839092118176,0
-0.6933756360520479,-0.1453654414492923,0.818997978953074,-0.3762213665007275,0.3276894436819632,0.1986333525553815,0.7476050737719481,-0.5048639354614566,0.32048776787357347,-0.10624700153656638,0
1.2726546458647439,0.9985549102579185,1.408143624352761,-0.13855257193993697,-0.6318860219281289,-0.44573947349889576,-0.4154660795941497,1.061073324775408,0.04370069867815279,-0.11912084201448006,0
1.0287622851885319,1.78141431175051,0.7324775518166208,-0.9647948800726968,0.6330003703337422,0.11263858374930065,0.2140821233053776,0.5100972261641966,0.459128592508768,0.18583416325358615,0
-0.11000325792183355,0.295612047863425,0.07159046454800179,1.247706262452169,0.016433986430342797,-0.021459739158210263,-1.1091045902993706,-0.11797076865051967,0.10582167133277982,0.24660799547489065,0
-0.04967420553730665,-0.6089012006959835,1.2701951112385386,-0.5467274997943911,0.07014894969147262,-1.1229828061150349,-0.6010020510683344,-0.01159332343047587,-0.15502512620786127,-0.3616291040380549,0
1.943744860106266,-0.8172279440642571,-0.26966518025158104,-0.6032836854243823,0.4002837738129866,0.2090858895079884,-0.3905353792935308,0.2677752895794465,-0.21621391460393513,-0.4527002369819867,0
1.24509034255083,-1.2249276882043005,1.4764786967082097,-0.3300571839651357,-0.6628528727789297,-0.3814216847445428,0.3123699952541363,0.5086558903567375,-0.00719373439066645,0.0992956869292789,0
0.4709356315720239,-1.2153411328357449,-1.2159568147765976,-0.1894727764205206,0.2742917758267616,0.017121342964122804,0.4688601461981772,-0.057524488720318824,0.2648726261306098,-0.20741597839167747,0
-1.119950971908574,-0.3242069991075242,0.4844559840126896,-0.2643641145983209,0.1286554620119461,-0.3066665584751803,-0.6024447944536706,-0.18501178772561463,-0.13505553891539757,-0.19080024664455225,0
1.0100086255222,0.0031811908711337792,0.6534124134025089,1.215620700980301,0.3222708568367727,-0.5345213613759234,0.5698735068868827,0.46511745013658545,0.10344956230756278,0.8765153102484098,0
-0.3175442495889865,0.9175286692319147,-0.21517860191916632,0.9054804403293026,-0.3600931918068916,-0.26239600556118464,0.08728022737820235,0.22712726690191037,0.17714975092980398,0.6000276683742218,0
-0.21280948476839076,-0.8532788624930869,1.143467954052841,-0.16961948802622473,0.4133793010431137,0.04198718561567495,-0.7281898903959617,-0.17075373867642007,0.22930422556751381,0.37258859430258673,0
-0.08550747426884317,1.1259197105920027,0.17975162797861552,-0.02774504398727796,-0.7681883214553797,0.8228290716788146,0.5229244086878754,-0.1594571084474933,0.23558804716744933,0.49322124346199336,0
0.2803823012026691,1.6870640648434492,1.3899350618124704,-0.20333972260925542,0.563470892833338,0.26011013491805024,0.1998126754502179,-0.32544602940352835,-0.08460932024237794,-0.3017602794963267,0
-0.9774653429903647,-0.6387384244561907,-0.10513996126442784,0.4218194507103586,-0.062101130193142416,0.3035001767051697,0.5499876438424852,0.16935232530102068,0.3378423443325402,-0.09050680354579355,0
-0.9372886266293655,0.545470046231551,0.6120083117007007,-0.8547042971574998,-0.265223983364713,1.1211375700347137,0.1538977374056591,0.44710582764710155,-0.10096097146914142,0.020259677239335278,0
